Dataset;Algoritm;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score(weighted);F1-Score(None);Accuracy;Sensitivity;Specificity;ROC AUC score;Confusion matrix
commons-io;LogistRegression;3;model6;ROS;0,704615701627859;0,570983513798803;0,758764243677846;[0,81042121 0,33154581];0,704615701627859;0,6790830945558739;0,7077029680101629;0,6933930312830183;"[6128; 2531; 336; 711]"
commons-io;MLP;3;model6;ROS;0,8861528951164228;0,7703053351459396;0,8982368056950936;[0,93342972 0,60718095];0,8861528951164228;0,8156638013371538;0,8946760595911768;0,8551699304641653;"[7747; 912; 193; 854]"
commons-io;DT;3;model7;ROS;0,8942921903976921;0,7301370869765421;0,8952029584747977;[0,94061125 0,51966292];0,8942921903976921;0,5300859598853869;0,9383300612079917;0,7342080105466893;"[8125; 534; 492; 555]"
commons-io;RandomForest;3;model7;ROS;0,94601277560272;0,8381131539762661;0,9417643301272716;[0,97027794 0,70594837];0,94601277560272;0,600764087870105;0,9877584016630095;0,7942612447665574;"[8553; 106; 418; 629]"
commons-io;LogistRegression;3;model7;ROS;0,6167319184009891;0,5090268848435796;0,6893724007782475;[0,738984   0,27906977];0,6167319184009891;0,6876790830945558;0,6081533664395427;0,6479162247670492;"[5266; 3393; 327; 720]"
commons-io;MLP;3;model7;ROS;0,7759118071296105;0,6352811433152792;0,8128953150349889;[0,86175555 0,40880674];0,7759118071296105;0,7182425978987583;0,7828848596835662;0,7505637287911623;"[6779; 1880; 295; 752]"
commons-io;RandomForest;3;model6;SMOTE;0,9492066762827117;0,875261475238191;0,9505820787911002;[0,97130217 0,77922078];0,9492066762827117;0,830945558739255;0,9635061785425568;0,897225868640906;"[8343; 316; 177; 870]"
commons-io;DT;3;model6;SMOTE;0,9165464661034411;0,8196715219976218;0,9233279845409864;[0,95184304 0,6875    ];0,9165464661034411;0,8510028653295129;0,9244716479963044;0,8877372566629086;"[8005; 654; 156; 891]"
commons-io;LogistRegression;3;model6;SMOTE;0,7088398928497837;0,5746239283775543;0,7620142294712099;[0,81356379 0,33568406];0,7088398928497837;0,6819484240687679;0,7120914655271972;0,6970199447979826;"[6166; 2493; 333; 714]"
commons-io;MLP;3;model6;SMOTE;0,8912013187718937;0,7753552747303614;0,9018717865300949;[0,93667546 0,61403509];0,8912013187718937;0,8022922636103151;0,9019517265273126;0,8521219950688138;"[7810; 849; 207; 840]"
commons-io;RandomForest;3;model7;SMOTE;0,9465279208736864;0,8648740990033346;0,9472530111407921;[0,96991479 0,75983341];0,9465279208736864;0,7841451766953199;0,9661623744081302;0,8751537755517249;"[8366; 293; 226; 821]"
commons-io;DT;3;model7;SMOTE;0,863589532248094;0,7153793032268582;0,8764552974172704;[0,92076601 0,5099926 ];0,863589532248094;0,6580706781279847;0,8884397736459175;0,7732552258869512;"[7693; 966; 358; 689]"
commons-io;LogistRegression;3;model7;SMOTE;0,6158046569132495;0,5100710649715321;0,688568315328674;[0,73767147 0,28247066];0,6158046569132495;0,7010506208213945;0,6054971705739692;0,6532738956976819;"[5243; 3416; 313; 734]"
commons-io;MLP;3;model7;SMOTE;0,7863177416031321;0,6380591199617559;0,8197308243941699;[0,86970725 0,40641099];0,7863177416031321;0,6781279847182426;0,7993994687608269;0,7387637267395348;"[6922; 1737; 337; 710]"
commons-io;RandomForest;3;model6;ADA;0,9505460539872244;0,8796277463873443;0,9520881702061748;[0,97202145 0,78723404];0,9505460539872244;0,8481375358166189;0,9629287446587366;0,9055331402376777;"[8338; 321; 159; 888]"
commons-io;DT;3;model6;ADA;0,9224191221924583;0,8292852625585774;0,92817422050712;[0,95537778 0,70319275];0,9224191221924583;0,8519579751671442;0,9309389074950918;0,891448441331118;"[8061; 598; 155; 892]"
commons-io;LogistRegression;3;model6;ADA;0,6863795590356481;0,5534221438653228;0,7445233229205561;[0,79709372 0,30975057];0,6863795590356481;0,6523400191021967;0,6904954382723179;0,6714177286872574;"[5979; 2680; 364; 683]"
commons-io;MLP;3;model6;ADA;0,8697712754996909;0,7520391052893731;0,886036904278748;[0,92289862 0,58117959];0,8697712754996909;0,8376313276026743;0,8736574662201178;0,855644396911396;"[7565; 1094; 170; 877]"
commons-io;RandomForest;3;model7;ADA;0,9439521945188544;0,8598936393332377;0,9450032059830001;[0,96841616 0,75137112];0,9439521945188544;0,7851002865329513;0,9631597182122646;0,874130002372608;"[8340; 319; 225; 822]"
commons-io;DT;3;model7;ADA;0,8562744694003709;0,7011355655248133;0,8700069134871679;[0,91646206 0,48580907];0,8562744694003709;0,6294173829990449;0,8837048157985911;0,7565610993988181;"[7652; 1007; 388; 659]"
commons-io;LogistRegression;3;model7;ADA;0,6169379765093757;0,5089263314407755;0,6895468591785137;[0,73923411 0,27861855];0,6169379765093757;0,6857688634192932;0,6086153135465989;0,6471920884829462;"[5270; 3389; 329; 718]"
commons-io;MLP;3;model7;ADA;0,7670513084689883;0,6291267430683918;0,8065016023063273;[0,855296   0,40295749];0,7670513084689883;0,728748806112703;0,7716826423374523;0,7502157242250777;"[6682; 1977; 284; 763]"
commons-io;RandomForest;4;model6;NONE;0,9481967896602043;0,8688192819796223;0,9480797921277794;[0,9708624  0,76677616];0,9481967896602043;0,7628384687208216;0,9714889123548046;0,8671636905378132;"[8280; 243; 254; 817]"
commons-io;DT;4;model6;NONE;0,9245361684386074;0,8144389979936277;0,9254598524125708;[0,95737164 0,67150635];0,9245361684386074;0,6909430438842203;0,9538894755367828;0,8224162597105016;"[8130; 393; 331; 740]"
commons-io;LogistRegression;4;model6;NONE;0,6858453199916614;0,5659714400440736;0,743143227701635;[0,79406942 0,33787346];0,6858453199916614;0,7180205415499533;0,6818021823301654;0,6999113619400593;"[5811; 2712; 302; 769]"
commons-io;MLP;4;model6;NONE;0,9134875964144257;0,7748909285258019;0,9120883739437118;[0,95152435 0,5982575 ];0,9134875964144257;0,5770308123249299;0,9557667487973718;0,7663987805611508;"[8146; 377; 453; 618]"
commons-io;RandomForest;4;model7;NONE;0,9339170314780072;0,7793277418725686;0,9227896828613267;[0,96402633 0,59462916];0,9339170314780071;0,4341736694677871;0,9967147717939693;0,7154442206308782;"[8495; 28; 606; 465]"
commons-io;DT;4;model7;NONE;0,9026474880133417;0,7418356139093529;0,9000989638595541;[0,94559012 0,53808111];0,9026474880133417;0,5079365079365079;0,9522468614337675;0,7300916846851376;"[8116; 407; 527; 544]"
commons-io;LogistRegression;4;model7;NONE;0,6299770690014592;0,522479993166969;0,6984615856798471;[0,74904567 0,29591432];0,6299770690014592;0,6965452847805789;0,6216121084125308;0,6590786965965549;"[5298; 3225; 325; 746]"
commons-io;MLP;4;model7;NONE;0,8933708567854909;0,5683815942426498;0,8592909016864038;[0,94290976 0,19385343];0,8933708567854909;0,11484593837535013;0,991200281590989;0,5530231099831696;"[8448; 75; 948; 123]"
commons-io;DT;4;model6;ROS;0,9305816135084428;0,8329833171621193;0,9321519160676011;[0,9606569  0,70530973];0,9305816135084428;0,7441643323996265;0,9540068051155697;0,8490855687575981;"[8131; 392; 274; 797]"
commons-io;RandomForest;4;model6;ROS;0,9508025849489264;0,8803468559992087;0,9516639019287519;[0,97216325 0,78853047];0,9508025849489264;0,8216619981325863;0,9670303883609058;0,8943461932467461;"[8242; 281; 191; 880]"
commons-io;LogistRegression;4;model6;ROS;0,6821972065874505;0,5654386977160671;0,7404003723811684;[0,79069129 0,34018611];0,6821972065874505;0,7338935574229691;0,6757010442332512;0,7047973008281102;"[5759; 2764; 285; 786]"
commons-io;MLP;4;model6;ROS;0,8750260579528872;0,7634541207814161;0,8896392893656933;[0,92590991 0,60099834];0,8750260579528872;0,8431372549019608;0,8790332042707967;0,8610852295863788;"[7492; 1031; 168; 903]"
commons-io;DT;4;model7;ROS;0,8989993746091307;0,7325114102041212;0,896425838893001;[0,94354134 0,52148148];0,8989993746091307;0,49299719887955185;0,9500175994368181;0,721507399158185;"[8097; 426; 543; 528]"
commons-io;RandomForest;4;model7;ROS;0,9578903481342506;0,8793929882457845;0,9549695161384008;[0,9766932  0,78209277];0,9578903481342506;0,676937441643324;0,9931948844303649;0,8350661630368444;"[8465; 58; 346; 725]"
commons-io;LogistRegression;4;model7;ROS;0,6352928913904524;0,5246284421237633;0,7027817097702026;[0,75399002 0,29526687];0,6352928913904524;0,6844070961718021;0,6291212014548868;0,6567641488133444;"[5362; 3161; 338; 733]"
commons-io;MLP;4;model7;ROS;0,8027934125495101;0,6649288798577597;0,8318717621487776;[0,87985776 0,45      ];0,8027934125495101;0,7226890756302521;0,8128593218350346;0,7677741987326434;"[6928; 1595; 297; 774]"
commons-io;RandomForest;4;model6;SMOTE;0,9503856577027309;0,8795202871033946;0,951290977740287;[0,97192072 0,78711986];0,9503856577027309;0,8216619981325863;0,9665610700457585;0,8941115340891724;"[8238; 285; 191; 880]"
commons-io;DT;4;model6;SMOTE;0,9289139045236606;0,8404435221334321;0,9327281371351095;[0,95925439 0,72163265];0,9289139045236606;0,8253968253968254;0,941921858500528;0,8836593419486767;"[8028; 495; 187; 884]"
commons-io;LogistRegression;4;model6;SMOTE;0,6833437565144882;0,5660432418866747;0,7412885175495589;[0,79166095 0,34042553];0,6833437565144882;0,7320261437908496;0,6772263287574798;0,7046262362741649;"[5772; 2751; 287; 784]"
commons-io;MLP;4;model6;SMOTE;0,8631436314363143;0,7531022782056522;0,8811316559222633;[0,91793237 0,58827219];0,8631436314363143;0,8758169934640523;0,8615510970315616;0,868684045247807;"[7343; 1180; 133; 938]"
commons-io;RandomForest;4;model7;SMOTE;0,9501771940796331;0,8787314689893311;0,9510309724348674;[0,97181271 0,78565022];0,9501771940796331;0,8179271708683473;0,9667957292033321;0,8923614500358397;"[8240; 283; 195; 876]"
commons-io;DT;4;model7;SMOTE;0,8549093183239523;0,7205849258674394;0,8710637852459624;[0,91431737 0,52685248];0,8549093183239524;0,7236227824463118;0,8714067816496539;0,7975147820479829;"[7427; 1096; 296; 775]"
commons-io;LogistRegression;4;model7;SMOTE;0,6394621638524077;0,5260587289849484;0,7061316879946027;[0,75789179 0,29422567];0,6394621638524077;0,673202614379085;0,635222339551801;0,6542124769654432;"[5414; 3109; 350; 721]"
commons-io;MLP;4;model7;SMOTE;0,809151553053992;0,6639035565876915;0,835520501199531;[0,88485001 0,4429571 ];0,8091515530539921;0,6797385620915033;0,8254135867652235;0,7525760744283634;"[7035; 1488; 343; 728]"
commons-io;RandomForest;4;model6;ADA;0,9504898895142797;0,8800990906169247;0,9514570328537756;[0,97196813 0,78823005];0,9504898895142797;0,8253968253968254;0,9662090813093981;0,8958029533531117;"[8235; 288; 187; 884]"
commons-io;DT;4;model6;ADA;0,9266208046695852;0,8339053130520464;0,9302942421164855;[0,95800024 0,70981039];0,9266208046695852;0,803921568627451;0,9420391880793147;0,8729803783533829;"[8029; 494; 210; 861]"
commons-io;LogistRegression;4;model6;ADA;0,6987700646237232;0,572783581375718;0,7529853612536707;[0,80478249 0,34078467];0,6987700646237232;0,6974789915966386;0,69893230083304;0,6982056462148394;"[5957; 2566; 324; 747]"
commons-io;MLP;4;model6;ADA;0,8709610173024808;0,7585640898047595;0,886517328990983;[0,92329616 0,59383202];0,8709610173024808;0,8450046685340803;0,8742226915405373;0,8596136800373089;"[7451; 1072; 166; 905]"
commons-io;RandomForest;4;model7;ADA;0,9441317490097979;0,8665043308867012;0,9455747956014792;[0,96830278 0,76470588];0,9441317490097978;0,8132586367880486;0,9605772615276311;0,8869179491578398;"[8187; 336; 200; 871]"
commons-io;DT;4;model7;ADA;0,8664790494058787;0,7338192310648688;0,8797783284038921;[0,92173275 0,54590571];0,8664790494058787;0,7189542483660131;0,8850170127889241;0,8019856305774686;"[7543; 980; 301; 770]"
commons-io;LogistRegression;4;model7;ADA;0,6374817594329789;0,523391514500537;0,7045164623566421;[0,75657895 0,29020408];0,6374817594329789;0,6638655462184874;0,6341663733427197;0,6490159597806034;"[5405; 3118; 360; 711]"
commons-io;MLP;4;model7;ADA;0,7915363769022306;0,6508526270555806;0,8229996391832055;[0,87248151 0,42922374];0,7915363769022306;0,7021475256769374;0,8027689780593688;0,7524582518681531;"[6842; 1681; 319; 752]"
junit4;RandomForest;2;model6;NONE;0,9386666666666666;0,5049931129476584;0,9164269972451791;[0,96831956 0,04166667];0,9386666666666666;0,023809523809523808;0,9929378531073446;0,5083736884584342;"[2109; 15; 123; 3]"
junit4;DT;2;model6;NONE;0,912;0,5710010168864785;0,9106400838160977;[0,95347744 0,18852459];0,912;0,18253968253968253;0,9552730696798494;0,5689063761097659;"[2029; 95; 103; 23]"
junit4;LogistRegression;2;model6;NONE;0,7404444444444443;0,5287680979588558;0,8092252201592577;[0,84459819 0,21293801];0,7404444444444445;0,626984126984127;0,7471751412429378;0,6870796341135325;"[1587; 537; 47; 79]"
junit4;MLP;2;model6;NONE;0,9448888888888889;0,5982142857142856;0,9296285714285711;[0,97142857 0,225     ];0,9448888888888889;0,14285714285714285;0,992467043314501;0,5676620930858219;"[2108; 16; 108; 18]"
junit4;RandomForest;2;model7;NONE;0,9675555555555555;0,8099176136067742;0,9636319171761568;[0,98301931 0,63681592];0,9675555555555555;0,5079365079365079;0,9948210922787194;0,7513788001076137;"[2113; 11; 62; 64]"
junit4;DT;2;model7;NONE;0,9493333333333334;0,7471301988650927;0,9479263532724211;[0,97325199 0,5210084 ];0,9493333333333334;0,49206349206349204;0,9764595103578154;0,7342615012106537;"[2074; 50; 64; 62]"
junit4;LogistRegression;2;model7;NONE;0,8195555555555556;0,6202610575324243;0,8645496508147656;[0,89536082 0,34516129];0,8195555555555556;0,8492063492063492;0,8177966101694916;0,8335014796879204;"[1737; 387; 19; 107]"
junit4;MLP;2;model7;NONE;0,9662222222222221;0,8314201325767285;0,9652842355149476;[0,982168   0,68067227];0,9662222222222222;0,6428571428571429;0,9854048964218456;0,8141310196394942;"[2093; 31; 45; 81]"
junit4;DT;2;model6;ROS;0,9231111111111111;0,6020178741773247;0,9194569080188414;[0,95949426 0,24454148];0,9231111111111111;0,2222222222222222;0,9646892655367232;0,5934557438794728;"[2049; 75; 98; 28]"
junit4;RandomForest;2;model6;ROS;0,936;0,5920135391062579;0,9246780835717452;[0,96663577 0,2173913 ];0,936;0,15873015873015872;0,9821092278719398;0,5704196933010491;"[2086; 38; 106; 20]"
junit4;LogistRegression;2;model6;ROS;0,7537777777777777;0,539925531789245;0,818463202900776;[0,85359408 0,22625698];0,7537777777777778;0,6428571428571429;0,7603578154425612;0,701607479149852;"[1615; 509; 45; 81]"
junit4;MLP;2;model6;ROS;0,8791111111111111;0,5673076923076923;0,8934769230769231;[0,93461538 0,2       ];0,8791111111111111;0,2698412698412698;0,9152542372881356;0,5925477535647027;"[1944; 180; 92; 34]"
junit4;DT;2;model7;ROS;0,9493333333333334;0,7784828710692584;0,9512355145933583;[0,97302414 0,58394161];0,9493333333333334;0,6349206349206349;0,967984934086629;0,8014527845036319;"[2056; 68; 46; 80]"
junit4;RandomForest;2;model7;ROS;0,9724444444444444;0,863556338028169;0,971794366197183;[0,98544601 0,74166667];0,9724444444444444;0,7063492063492064;0,9882297551789078;0,8472894807640572;"[2099; 25; 37; 89]"
junit4;LogistRegression;2;model7;ROS;0,8235555555555556;0,6271617418903244;0,8674525194182681;[0,89775946 0,35656402];0,8235555555555556;0,873015873015873;0,8206214689265536;0,8468186709712133;"[1743; 381; 16; 110]"
junit4;MLP;2;model7;ROS;0,9302222222222222;0,773827214876631;0,9408380244311427;[0,96190245 0,58575198];0,9302222222222222;0,8809523809523809;0,9331450094161958;0,9070486951842883;"[1982; 142; 15; 111]"
junit4;RandomForest;2;model6;SMOTE;0,9191111111111111;0,6145882352941177;0,9188065882352943;[0,95717647 0,272     ];0,9191111111111111;0,2698412698412698;0,9576271186440678;0,6137341942426688;"[2034; 90; 92; 34]"
junit4;DT;2;model6;SMOTE;0,8631111111111112;0,5716309671868084;0,8854118548811816;[0,92498782 0,21827411];0,8631111111111112;0,3412698412698413;0,8940677966101694;0,6176688189400055;"[1899; 225; 83; 43]"
junit4;LogistRegression;2;model6;SMOTE;0,7275555555555554;0,5222342498376272;0,8003576185321498;[0,83543624 0,20903226];0,7275555555555555;0,6428571428571429;0,7325800376647834;0,6877185902609632;"[1556; 568; 45; 81]"
junit4;MLP;2;model6;SMOTE;0,8786666666666667;0,5930165145516887;0,8957905219393418;[0,93397823 0,25205479];0,8786666666666667;0,36507936507936506;0,9091337099811676;0,6371065375302664;"[1931; 193; 80; 46]"
junit4;RandomForest;2;model7;SMOTE;0,9586666666666667;0,8334128122066812;0,9616840583425352;[0,97786241 0,68896321];0,9586666666666667;0,8174603174603174;0,9670433145009416;0,8922518159806295;"[2054; 70; 23; 103]"
junit4;DT;2;model7;SMOTE;0,9515555555555556;0,8035313881138292;0,9549662506578994;[0,97406614 0,63299663];0,9515555555555556;0,746031746031746;0,9637476459510358;0,854889695991391;"[2047; 77; 32; 94]"
junit4;LogistRegression;2;model7;SMOTE;0,8111111111111111;0,6154194190570988;0,8590281422495701;[0,88975357 0,34108527];0,8111111111111111;0,873015873015873;0,8074387947269304;0,8402273338714017;"[1715; 409; 16; 110]"
junit4;MLP;2;model7;SMOTE;0,9408888888888889;0,7955790424287055;0,9486254700657359;[0,96792862 0,62322946];0,9408888888888889;0,873015873015873;0,9449152542372882;0,9089655636265807;"[2007; 117; 16; 110]"
junit4;RandomForest;2;model6;ADA;0,9213333333333333;0,6089373406168038;0,9193138664485424;[0,95846046 0,25941423];0,9213333333333333;0,24603174603174602;0,9613935969868174;0,6037126715092817;"[2042; 82; 95; 31]"
junit4;DT;2;model6;ADA;0,8937777777777778;0,5896701413396555;0,90335473483649;[0,94291856 0,23642173];0,8937777777777778;0,29365079365079366;0,9293785310734464;0,61151466236212;"[1974; 150; 89; 37]"
junit4;LogistRegression;2;model6;ADA;0,6968888888888889;0,5045038645146624;0,7786731075244373;[0,81325301 0,19575472];0,6968888888888889;0,6587301587301587;0,6991525423728814;0,67894135055152;"[1485; 639; 43; 83]"
junit4;MLP;2;model6;ADA;0,8635555555555555;0,588980940497293;0,8872952857318818;[0,92492052 0,25304136];0,8635555555555555;0,4126984126984127;0,89030131826742;0,6514998654829163;"[1891; 233; 74; 52]"
junit4;RandomForest;2;model7;ADA;0,9608888888888889;0,842857142857143;0,9637942857142857;[0,97904762 0,70666667];0,9608888888888889;0,8412698412698413;0,967984934086629;0,9046273876782351;"[2056; 68; 20; 106]"
junit4;DT;2;model7;ADA;0,9608888888888889;0,8301630434782609;0,9624782608695653;[0,97916667 0,68115942];0,9608888888888889;0,746031746031746;0,9736346516007532;0,8598331988162496;"[2068; 56; 32; 94]"
junit4;LogistRegression;2;model7;ADA;0,7897777777777778;0,5956526149697248;0,8444416305505393;[0,87582043 0,3154848 ];0,7897777777777778;0,8650793650793651;0,7853107344632768;0,825195049771321;"[1668; 456; 17; 109]"
junit4;MLP;2;model7;ADA;0,9271111111111111;0,7643076136944302;0,9382548799182421;[0,96019417 0,56842105];0,9271111111111111;0,8571428571428571;0,931261770244821;0,8942023136938392;"[1978; 146; 18; 108]"
junit4;RandomForest;3;model6;NONE;0,9471733086190918;0,5267252524008864;0,9265023127381573;[0,97280534 0,08064516];0,9471733086190918;0,044642857142857144;0,9965786901270772;0,5206107736349672;"[2039; 7; 107; 5]"
junit4;DT;3;model6;NONE;0,9304911955514367;0,6141136415655757;0,9272529401370471;[0,9635214  0,26470588];0,9304911955514366;0,24107142857142858;0,9682306940371457;0,6046510613042871;"[1981; 65; 85; 27]"
junit4;LogistRegression;3;model6;NONE;0,7650602409638553;0,5282242468381367;0,8277931236459458;[0,86248983 0,19395866];0,7650602409638554;0,5446428571428571;0,7771260997067448;0,660884478424801;"[1590; 456; 51; 61]"
junit4;MLP;3;model6;NONE;0,9457831325301205;0,5768903993203058;0,9309541938750361;[0,97196262 0,18181818];0,9457831325301205;0,11607142857142858;0,9912023460410557;0,5536368873062422;"[2028; 18; 99; 13]"
junit4;RandomForest;3;model7;NONE;0,9726598702502317;0,8316601418147154;0,969732787280178;[0,98572466 0,67759563];0,9726598702502317;0,5535714285714286;0,9956011730205279;0,7745863007959782;"[2037; 9; 50; 62]"
junit4;DT;3;model7;NONE;0,9633920296570899;0,7938835591181395;0,9613998503916857;[0,98080194 0,60696517];0,9633920296570899;0,5446428571428571;0,9863147605083089;0,7654788088255831;"[2018; 28; 51; 61]"
junit4;LogistRegression;3;model7;NONE;0,866079703429101;0,644992044992045;0,896068692917627;[0,92514893 0,36483516];0,866079703429101;0,7410714285714286;0,8729227761485826;0,8069971023600055;"[1786; 260; 29; 83]"
junit4;MLP;3;model7;NONE;0,9633920296570899;0,7510902812757789;0,9571071309343117;[0,98096844 0,52121212];0,9633920296570899;0,38392857142857145;0,9951124144672532;0,6895204929479123;"[2036; 10; 69; 43]"
junit4;DT;3;model6;ROS;0,9230769230769231;0,5990122727130263;0,922074661271674;[0,95949244 0,23853211];0,9230769230769231;0,23214285714285715;0,9608993157380255;0,5965210864404413;"[1966; 80; 86; 26]"
junit4;RandomForest;3;model6;ROS;0,9369786839666358;0,5739759036144578;0,9264093259041729;[0,96722892 0,18072289];0,9369786839666358;0,13392857142857142;0,9809384164222874;0,5574334939254294;"[2007; 39; 97; 15]"
junit4;LogistRegression;3;model6;ROS;0,767840593141798;0,5338073918459694;0,829831074845402;[0,86411717 0,20349762];0,767840593141798;0,5714285714285714;0,7785923753665689;0,6750104733975701;"[1593; 453; 48; 64]"
junit4;MLP;3;model6;ROS;0,8679332715477295;0,5756315364218031;0,891271712710771;[0,92782983 0,22343324];0,8679332715477294;0,36607142857142855;0,895405669599218;0,6307385490853233;"[1832; 214; 71; 41]"
junit4;DT;3;model7;ROS;0,969416126042632;0,8201230601357904;0,9669861270044738;[0,98399612 0,65625   ];0,969416126042632;0,5625;0,9916911045943304;0,7770955522971652;"[2029; 17; 49; 63]"
junit4;RandomForest;3;model7;ROS;0,9768303985171455;0,8725580516382019;0,9758688707283029;[0,98783455 0,75728155];0,9768303985171455;0,6964285714285714;0,9921798631476051;0,8443042172880882;"[2030; 16; 34; 78]"
junit4;LogistRegression;3;model7;ROS;0,8776645041705282;0,6576381677627784;0,9036098062671647;[0,93209877 0,38317757];0,8776645041705282;0,7321428571428571;0,8856304985337243;0,8088866778382907;"[1812; 234; 30; 82]"
junit4;MLP;3;model7;ROS;0,9670991658943466;0,850946408298547;0,9688673706031543;[0,98252523 0,71936759];0,9670991658943466;0,8125;0,9755620723362659;0,894031036168133;"[1996; 50; 21; 91]"
junit4;RandomForest;3;model6;SMOTE;0,938368860055607;0,6039410770345328;0,9301051377318388;[0,96788215 0,24      ];0,938368860055607;0,1875;0,9794721407624634;0,5834860703812317;"[2004; 42; 91; 21]"
junit4;DT;3;model6;SMOTE;0,8651529193697869;0,5601640337452855;0,888404715324465;[0,92642225 0,19390582];0,8651529193697869;0,3125;0,895405669599218;0,603952834799609;"[1832; 214; 77; 35]"
junit4;LogistRegression;3;model6;SMOTE;0,7766450417052827;0,5334786508790815;0,8353296135606433;[0,87029064 0,19666667];0,7766450417052827;0,5267857142857143;0,7903225806451613;0,6585541474654378;"[1617; 429; 53; 59]"
junit4;MLP;3;model6;SMOTE;0,8832252085264134;0,5933417085427135;0,9010446113794178;[0,93668342 0,25      ];0,8832252085264134;0,375;0,9110459433040078;0,643022971652004;"[1864; 182; 70; 42]"
junit4;RandomForest;3;model7;SMOTE;0,9735866543095458;0,8766727324680794;0,9746505290396406;[0,98599853 0,76734694];0,9735866543095458;0,8392857142857143;0,9809384164222874;0,9101120653540009;"[2007; 39; 18; 94]"
junit4;DT;3;model7;SMOTE;0,9680259499536608;0,8368624546557121;0,9679581652015689;[0,98314195 0,69058296];0,9680259499536608;0,6875;0,9833822091886608;0,8354411045943304;"[2012; 34; 35; 77]"
junit4;LogistRegression;3;model7;SMOTE;0,8850787766450418;0,667266831131625;0,9085316092661886;[0,93647541 0,39805825];0,8850787766450418;0,7321428571428571;0,8934506353861192;0,8127967462644882;"[1828; 218; 30; 82]"
junit4;MLP;3;model7;SMOTE;0,9629286376274329;0,8362919132149901;0,9653305986805665;[0,98027613 0,69230769];0,9629286376274329;0,8035714285714286;0,9716520039100685;0,8876117162407485;"[1988; 58; 22; 90]"
junit4;RandomForest;3;model6;ADA;0,9369786839666358;0,6139778610210868;0,9304335811713866;[0,96708616 0,26086957];0,9369786839666358;0,21428571428571427;0,9765395894428153;0,5954126518642647;"[1998; 48; 88; 24]"
junit4;DT;3;model6;ADA;0,8373493975903613;0,5438656921612209;0,8717671862686489;[0,90974544 0,17798595];0,8373493975903614;0,3392857142857143;0,864613880742913;0,6019497975143138;"[1769; 277; 74; 38]"
junit4;LogistRegression;3;model6;ADA;0,7618164967562558;0,5223402147981637;0,8254469748158012;[0,86055345 0,18412698];0,7618164967562558;0,5178571428571429;0,7751710654936461;0,6465141041753945;"[1586; 460; 54; 58]"
junit4;MLP;3;model6;ADA;0,8855421686746989;0,5819544909465798;0,9012250557786528;[0,93820365 0,22570533];0,8855421686746988;0,32142857142857145;0,9164222873900293;0,6189254294093004;"[1875; 171; 76; 36]"
junit4;RandomForest;3;model7;ADA;0,9731232622798888;0,8749885140129043;0,9742524277934212;[0,98574939 0,76422764];0,9731232622798888;0,8392857142857143;0,9804496578690127;0,9098676860773636;"[2006; 40; 18; 94]"
junit4;DT;3;model7;ADA;0,9652455977757183;0,8256308156728647;0,9654625031855103;[0,98165811 0,66960352];0,9652455977757183;0,6785714285714286;0,9809384164222874;0,829754922496858;"[2007; 39; 36; 76]"
junit4;LogistRegression;3;model7;ADA;0,8642261353104727;0,6469041695635542;0,8951621032638142;[0,92391587 0,36989247];0,8642261353104727;0,7678571428571429;0,8695014662756598;0,8186793045664014;"[1779; 267; 26; 86]"
junit4;MLP;3;model7;ADA;0,9721964782205746;0,8587400502723084;0,9721964782205746;[0,98533724 0,73214286];0,9721964782205746;0,7321428571428571;0,9853372434017595;0,8587400502723084;"[2016; 30; 30; 82]"
junit4;RandomForest;4;model6;NONE;0,9448209099709584;0,5107926221335992;0,9238555147722369;[0,97158524 0,05      ];0,9448209099709584;0,028037383177570093;0,9948953547728433;0,5114663689752066;"[1949; 10; 104; 3]"
junit4;DT;4;model6;NONE;0,9278799612778316;0,631224790265793;0,927719866744096;[0,9619801  0,30046948];0,9278799612778316;0,29906542056074764;0,9622256253190403;0,630645522939894;"[1885; 74; 75; 32]"
junit4;LogistRegression;4;model6;NONE;0,8213939980638915;0,5578841881286133;0,8638529454954692;[0,89920787 0,21656051];0,8213939980638916;0,4766355140186916;0,8402246043899949;0,6584300592043432;"[1646; 313; 56; 51]"
junit4;MLP;4;model6;NONE;0,9385285575992256;0,5895991278383186;0,9288208096846178;[0,96801813 0,21118012];0,9385285575992256;0,1588785046728972;0,9811128126595202;0,5699956586662086;"[1922; 37; 90; 17]"
junit4;RandomForest;4;model7;NONE;0,968054211035818;0,8142177460229223;0,9657630296420088;[0,9832742  0,64516129];0,968054211035818;0,5607476635514018;0,9903011740684022;0,7755244188099021;"[1940; 19; 47; 60]"
junit4;DT;4;model7;NONE;0,9612778315585673;0,7793265507757217;0,9589500966231791;[0,97970573 0,57894737];0,9612778315585673;0,514018691588785;0,9857069933639612;0,749862842476373;"[1931; 28; 52; 55]"
junit4;LogistRegression;4;model7;NONE;0,8431752178121974;0,6339187273586392;0,8820256545801436;[0,9106946  0,35714286];0,8431752178121975;0,8411214953271028;0,843287391526289;0,8422044434266959;"[1652; 307; 17; 90]"
